gene_set,cell_type,gene_symbol,pathway_level,pmids,reference_gene_set
IMMPRINT_CSF2_SIGNALLING,pan,PTPN11,2,7522233,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,PIK3R1,2,12429725,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,AKT1,2,15259023;20173116,
IMMPRINT_CSF2_SIGNALLING,pan,CISH,2,11867689,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,PIM1,2,1314369,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,CCL17,3,27525438,
IMMPRINT_IL17_SIGNALLING,Epithelial,DEFB4A,3,18684158,
IMMPRINT_IL17_SIGNALLING,Epithelial,S100A7,3,18684158,
IMMPRINT_IL17_SIGNALLING,Epithelial,CCL20,3,19295614,
IMMPRINT_IL17_SIGNALLING,Epithelial,CXCL8,3,21085185,
IMMPRINT_IL17_SIGNALLING,Epithelial,LCN2,3,21085185,
IMMPRINT_IL17_SIGNALLING,Epithelial,CXCL1,3,21085185,
IMMPRINT_IL17_SIGNALLING,Fibroblast,IL6,3,8676080,
IMMPRINT_IL17_SIGNALLING,Fibroblast,CXCL8,3,8676080,
IMMPRINT_IL17_SIGNALLING,Fibroblast,CSF3,3,8676080,
IMMPRINT_IFNG_SIGNALLING,Monocyte/Macrophage,FCGR1A,3,6192145,
IMMPRINT_IFNG_SIGNALLING,Monocyte/Macrophage,IL12B,3,8551218,
IMMPRINT_IFNG_SIGNALLING,Monocyte/Macrophage,CYBB,3,15067074,
IMMPRINT_TNF_SIGNALLING,Endothelial,ICAM1,3,3091693,
IMMPRINT_TNF_SIGNALLING,Endothelial,SELE,3,2827173,
IMMPRINT_TNF_SIGNALLING,Fibroblast,MMP1,3,2999289,
IMMPRINT_TNF_SIGNALLING,Fibroblast,MMP3,3,1698773,
IMMPRINT_IL4_IL13_SIGNALLING,Monocyte/Macrophage,MRC1,3,9120298,
IMMPRINT_IL4_IL13_SIGNALLING,Monocyte/Macrophage,FCER2,3,2965737,
IMMPRINT_IL4_IL13_SIGNALLING,Epithelial,MUC5AC,3,21275604,
IMMPRINT_IL4_IL13_SIGNALLING,Epithelial,CLCA1,3,21275604,
IMMPRINT_IL4_IL13_SIGNALLING,B cell,FCER2,3,2953844,
IMMPRINT_IL4_IL13_SIGNALLING,B cell,IGHE,3,1695667,
IMMPRINT_IL6_SIGNALLING,T cell,IL21,3,22491065,
IMMPRINT_TGFB_SIGNALLING,T cell,FOXP3,3,14676299,
IMMPRINT_TGFB_SIGNALLING,B cell,IGHA1,3,2339132,
IMMPRINT_TGFB_SIGNALLING,Fibroblast,ACTA2,3,8314838,
IMMPRINT_TGFB_SIGNALLING,Fibroblast,FN1,3,3456347,
IMMPRINT_TGFB_SIGNALLING,Epithelial,SNAI1,3,24126595,
IMMPRINT_TGFB_SIGNALLING,Epithelial,VIM,3,24126595,
IMMPRINT_IL10_SIGNALLING,Monocyte/Macrophage,CD163,3,10648003,
IMMPRINT_IL10_SIGNALLING,Monocyte/Macrophage,TIMP1,3,7593617,
IMMPRINT_IL10_SIGNALLING,Monocyte/Macrophage,NFIL3,3,21566115,
IMMPRINT_TNF_SIGNALLING,Endothelial,CX3CL1,3,15111313,
IMMPRINT_TNF_SIGNALLING,Endothelial,F3,3,2718149,
IMMPRINT_TNF_SIGNALLING,Fibroblast,MMP14,3,11112697,
IMMPRINT_IL4_IL13_SIGNALLING,Monocyte/Macrophage,CCL18,3,37949903,
IMMPRINT_IL4_IL13_SIGNALLING,Monocyte/Macrophage,ALOX15,3,1729692,
IMMPRINT_IL4_IL13_SIGNALLING,Monocyte/Macrophage,TGM2,3,32032932,
IMMPRINT_IL4_IL13_SIGNALLING,B cell,IGHG4,3,8097323,
IMMPRINT_IL4_IL13_SIGNALLING,B cell,IL4I1,3,12031486,
IMMPRINT_IL4_IL13_SIGNALLING,Epithelial,POSTN,3,17898169,
IMMPRINT_IL4_IL13_SIGNALLING,Epithelial,SERPINB2,3,17898169,
IMMPRINT_IL4_IL13_SIGNALLING,Epithelial,CAPN14,3,27158675,
IMMPRINT_IL6_SIGNALLING,T cell,BCL6,3,22491065,
IMMPRINT_IL6_SIGNALLING,T cell,ICOS,3,23923047,
IMMPRINT_TGFB_SIGNALLING,T cell,ITGAE,3,24477908,
IMMPRINT_TGFB_SIGNALLING,Fibroblast,COL1A1,3,3501287,
IMMPRINT_TGFB_SIGNALLING,Fibroblast,COL3A1,3,3501287,
IMMPRINT_TGFB_SIGNALLING,Fibroblast,POSTN,3,30186543,
IMMPRINT_TGFB_SIGNALLING,Fibroblast,TAGLN,3,30413733,
IMMPRINT_TGFB_SIGNALLING,Epithelial,SNAI2,3,21169525,
IMMPRINT_TGFB_SIGNALLING,Epithelial,CDH2,3,21169525,
IMMPRINT_TGFB_SIGNALLING,Epithelial,FN1,3,21169525,
IMMPRINT_IL10_SIGNALLING,Monocyte/Macrophage,FCGR3A,3,8734788,
IMMPRINT_IL17_SIGNALLING,Fibroblast,CXCL1,3,26839464,
IMMPRINT_IL17_SIGNALLING,Fibroblast,CCL20,3,26839464,
IMMPRINT_TGFB_SIGNALLING,B cell,IGHA2,3,1760405,
IMMPRINT_IL10_SIGNALLING,Monocyte/Macrophage,MERTK,3,22942426,
